age,gender,region_category,membership_category,joining_date,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
18,1,1,5,2017-07-06,1,1,2,0,20,277.1,17078.15,12.0,703.6,1,0,0,3,0,0
26,1,0,4,2017-03-05,0,0,0,1,-999,484.24,31755.01,22.0,760.82,1,0,1,0,0,0
39,1,1,0,2017-01-04,1,2,0,2,16,92.12,2566.46,25.0,708.42,0,1,1,4,0,1
49,0,1,2,2015-05-11,1,1,0,0,8,-877.8236225,11590.81,6.0,620.65,1,0,1,2,0,1
34,0,0,2,2016-07-07,1,1,0,2,20,59.09,40925.28,18.0,615.22,0,1,0,3,0,1
64,0,1,2,2016-08-06,1,1,0,1,7,360.78,13307.92,24.0,950.3498428,1,0,1,2,0,1
35,1,0,4,2016-08-16,0,0,1,1,10,32.42,80263.81,8.0,697.62,1,0,1,4,1,0
56,0,0,2,2015-12-20,0,2,0,2,16,297.97,26655.85,25.0,978.1562717,1,0,1,2,-1,1
44,1,2,5,2015-02-25,0,1,1,2,18,457.76,83749.77,19.0,842.64,0,1,0,3,1,0
12,0,0,0,2016-05-07,0,2,0,0,14,1361.404659,40384.27,19.0,669.55,1,0,0,3,0,1
14,1,0,4,2015-12-05,1,1,0,0,7,653.63,23299.17,20.0,1229.684683,0,1,1,2,-1,0
13,1,0,2,2017-06-29,1,0,1,2,24,32.89,16719.3,23.0,584.07,1,0,1,1,0,1
36,0,1,1,2016-04-03,1,1,0,0,12,34.66,18954.9,17.0,882.6608085,0,1,1,1,-1,1
32,0,1,2,2017-03-21,1,2,1,0,22,182.82,2841.33,17.0,949.559414,1,0,0,3,0,1
37,1,1,1,2015-06-16,1,1,0,0,12,625.03,45668.48,26.0,697.62,0,1,0,3,0,1
42,1,0,0,2015-12-28,1,2,1,0,-999,265.76,45187.39,9.0,665.42,0,1,1,2,0,1
30,1,1,2,2015-08-04,0,2,0,1,-999,921.9122249,21768.35,25.0,552.71,1,0,1,4,0,1
39,1,1,2,2015-02-19,0,2,0,2,5,647.44,44830.68,5.0,620.0,0,1,0,3,0,1
11,1,0,3,2017-12-24,1,0,2,2,12,1259.57,3413.7,4.0,470.3443504,0,1,0,3,1,0
47,1,0,1,2017-11-23,1,2,1,1,5,136.03,17149.51,12.0,745.48,1,0,1,2,0,0
54,1,0,3,2015-11-01,0,1,0,2,17,244.9,41412.83,14.0,639.55,1,0,0,3,-1,1
55,0,0,5,2017-10-20,0,2,0,0,6,484.28,62332.88,18.0,765.34,1,0,0,3,-1,0
58,0,0,1,2015-10-04,1,1,0,1,10,33.71,4715.16,15.0,702.12,1,0,0,3,0,0
38,1,0,1,2016-06-29,1,1,1,1,18,226.12,24695.52,1.0,774.68,1,0,1,0,-1,0
38,1,1,5,2016-03-21,1,1,1,2,11,535.45,11172.29,22.0,730.8,0,1,0,3,0,0
55,1,1,2,2015-01-13,0,2,2,1,9,311.44,23667.37,24.0,150.8661404,1,0,1,4,0,1
14,0,1,1,2017-06-03,0,2,0,2,19,1375.4407,5038.41,20.0,697.62,1,0,1,0,0,0
35,1,1,0,2017-06-22,1,2,1,0,21,30.14,24550.91,28.0,695.17,0,1,1,2,0,1
22,0,0,3,2017-11-27,1,2,1,1,11,30.13,4716.2,9.0,768.09,1,0,1,0,0,0
25,1,1,1,2015-10-23,0,2,1,0,17,356.33,36751.55,15.0,490.4466888,1,0,0,3,0,0
57,0,0,3,2015-07-05,0,0,0,0,13,421.59,45037.22,4.0,779.72,1,0,0,3,1,0
41,0,0,1,2017-08-30,1,1,2,2,12,399.31,28285.36,11.0,772.2,1,0,1,1,0,0
41,0,1,1,2015-08-04,0,0,1,0,16,-864.0131192,29099.18,11.0,796.06,1,0,1,1,0,0
32,0,2,0,2015-10-16,1,2,0,1,17,126.22,15717.24,17.0,510.05,1,0,0,3,-1,1
59,1,0,1,2016-03-22,1,0,0,1,9,33.05,42965.36,20.0,1013.142281,1,0,0,3,0,0
37,0,0,5,2016-12-15,0,1,1,2,22,152.47,44653.01,9.0,786.17,1,0,0,3,1,0
38,0,0,3,2017-09-21,1,1,1,2,15,81.09,45482.38,21.0,668.06,0,1,0,3,0,1
26,1,2,1,2016-09-11,0,0,1,0,13,172.01,27256.55,10.0,838.06,0,1,1,0,-1,0
43,1,2,2,2015-05-15,0,2,1,0,15,39.42,21481.41,16.0,617.69,1,0,0,3,0,1
56,1,0,2,2017-01-20,0,1,1,1,12,187.94,9513.85,26.0,622.36,0,1,0,3,0,1
43,1,0,2,2017-02-09,0,0,1,2,21,102.37,31041.17,6.0,610.06,1,0,1,4,0,1
29,1,0,3,2015-08-16,0,2,0,1,11,1165.28242,6528.61,10.0,753.28,0,1,1,1,0,0
21,1,2,5,2016-09-21,1,2,1,0,6,592.76,35597.41,27.0,714.14,1,0,0,3,0,0
28,0,1,0,2017-04-22,0,2,1,0,7,221.07,39035.33,5.0,697.62,1,1,0,3,-1,1
38,0,1,4,2016-11-06,0,0,0,0,17,103.06,5243.8,17.0,730.32,1,0,1,0,0,0
51,1,0,3,2017-02-14,1,2,0,0,13,34.79,68951.52,5.0,1011.324878,0,1,1,0,1,0
60,1,0,0,2015-05-08,0,0,2,2,13,460.4,40180.21,18.0,616.8,1,0,0,3,0,1
57,0,1,0,2015-02-06,0,1,0,1,12,473.08,12361.74,11.0,697.62,0,1,1,1,0,1
13,1,0,5,2015-10-12,1,0,0,0,5,215.04,34890.67,14.0,762.39,1,1,0,3,-1,0
59,0,0,0,2016-11-12,0,1,1,0,12,119.37,3800.94,5.0,1009.337713,0,1,1,2,0,1
25,0,2,2,2016-12-16,1,2,1,2,14,146.36,26659.21,14.0,508.92,0,1,1,2,0,1
59,1,0,0,2017-12-07,0,0,1,0,19,296.19,14473.22,45.46536296,684.49,1,0,1,2,-1,1
32,0,0,3,2016-06-01,1,0,2,1,13,518.9,30593.03,9.0,646.54,1,0,0,3,-1,1
17,1,0,3,2017-09-02,1,2,0,0,13,193.0,36476.37,24.0,697.62,1,0,0,3,-1,1
43,0,0,1,2015-11-14,0,2,0,0,23,52.5,25360.7,8.0,627.94,0,1,0,3,-1,1
30,0,0,0,2016-10-24,1,0,1,2,6,-482.8761611,44044.03,7.0,637.38,0,1,1,2,0,1
18,1,1,1,2017-05-20,0,2,0,1,8,32.19,25893.03,16.0,697.62,0,1,1,4,-1,1
62,0,1,2,2017-07-16,0,2,1,2,23,101.14,16561.98,11.0,590.74,0,1,0,3,0,1
26,0,0,0,2015-08-28,0,2,0,0,16,128.81,45597.41,16.0,638.01,0,1,1,4,0,1
33,1,0,0,2016-11-04,1,2,1,2,9,663.69,31984.93,10.0,546.13,0,1,0,3,0,1
60,1,1,2,2015-02-13,0,1,0,2,15,75.77,45524.71,24.0,906.4173921,1,0,0,3,-1,1
58,0,2,1,2016-07-11,0,2,1,0,17,33.95,48413.82,22.0,714.55,1,0,0,3,0,1
17,0,2,2,2016-09-10,0,2,1,2,15,30.01,46119.32,41.55035088,686.47,0,1,0,3,0,1
64,0,1,5,2016-07-04,0,0,0,1,20,1204.814474,65217.43,3.0,839.8,1,0,1,4,1,0
33,1,1,3,2016-03-05,0,2,0,1,3,34.23,29378.98,29.0,682.83,0,1,1,4,0,1
33,0,1,2,2017-10-12,0,1,1,2,15,196.07,45810.96,18.0,697.62,1,0,0,3,0,1
31,1,0,5,2017-04-13,1,0,0,0,16,113.21,12700.58,14.0,748.49,0,1,1,2,0,0
29,0,0,2,2016-03-16,0,0,2,0,18,222.34,12112.08,11.0,697.62,0,1,1,0,-1,1
39,0,0,2,2015-08-22,0,2,0,2,7,74.73,25794.14,10.0,703.84,1,0,0,3,0,1
36,1,2,5,2015-11-21,1,2,0,0,19,-703.9260805,49782.5,16.0,731.15,0,1,1,0,0,0
43,1,1,2,2015-12-19,0,1,1,1,23,251.26,19606.81,18.0,518.66,1,0,1,2,-1,1
25,1,2,2,2015-08-02,1,1,0,1,13,-975.1220299,34423.61,10.0,950.1025525,1,0,1,1,-1,1
24,0,1,4,2016-08-02,1,2,1,2,16,292.55,50425.52,4.0,755.55,1,1,0,3,1,0
46,1,0,0,2016-04-07,1,0,0,0,19,269.48,9867.82,24.0,630.11,0,1,0,3,0,1
24,1,2,4,2017-04-20,1,2,1,1,20,157.37,24410.79,16.0,747.53,1,0,1,0,0,0
15,0,2,2,2015-09-06,1,1,1,2,15,371.23,47818.44,12.0,610.09,1,1,1,0,0,1
46,0,1,1,2015-02-13,0,0,1,1,13,1983.5,7073.63,29.0,720.257798,1,0,1,0,0,0
18,1,1,0,2015-07-24,1,1,0,1,12,33.91,41115.43,28.0,70.03691834,1,0,0,3,0,1
44,1,0,1,2015-05-02,1,0,0,2,7,276.73,28071.4,13.0,397.9862217,1,0,0,3,1,0
43,0,1,1,2016-12-27,0,2,0,0,12,83.38,40841.64,12.0,649.54,0,1,1,1,0,1
21,1,0,1,2017-01-03,0,2,0,1,24,141.7,4140.53,5.0,1463.298989,0,1,0,3,-1,0
32,1,1,5,2016-05-11,1,1,1,1,18,599.96,13188.87,6.0,726.97,1,0,0,3,0,0
60,1,1,1,2017-09-30,1,0,2,0,4,1072.32,1668.92,24.0,697.62,1,1,0,3,0,1
30,0,0,0,2016-09-07,0,2,0,1,11,90.49,31033.04,8.0,980.143765,1,0,0,3,0,1
62,0,2,3,2017-02-03,0,1,0,0,11,533.66,1149.6,22.0,655.72,1,0,0,3,0,1
34,1,1,0,2016-03-19,0,1,0,2,11,1166.370135,16694.22,12.0,618.05,0,1,0,3,-1,1
27,1,0,1,2017-04-30,0,2,1,1,5,105.31,10192.82,5.0,771.01,1,0,1,1,0,0
59,1,1,5,2017-12-24,0,1,1,1,7,613.46,20665.87,8.0,711.59,0,1,1,0,1,0
42,0,0,1,2016-07-25,1,1,2,1,10,579.59,23869.54,16.0,778.49,1,1,0,3,0,0
61,0,0,0,2015-05-20,1,1,0,0,6,176.59,3991.15,26.0,564.98,1,0,1,4,0,1
47,0,0,2,2016-09-28,0,0,0,1,16,33.93,41461.41,17.0,709.41,1,0,1,2,0,1
61,0,0,1,2016-02-10,0,0,1,2,21,165.74,48824.05,5.0,143.7681299,1,0,1,1,0,1
39,1,1,1,2015-09-04,0,2,1,1,14,158.06,41374.77,12.0,1139.273051,0,1,0,3,0,0
49,1,1,0,2015-03-15,0,1,0,0,7,190.31,26614.27,26.0,568.81,1,0,1,1,-1,1
36,0,0,2,2015-08-12,0,1,1,0,14,1348.11,34930.89,19.0,598.9,0,1,0,3,0,1
47,1,0,0,2015-04-17,1,1,0,1,8,33.64,16429.79,5.0,674.72,1,0,0,3,-1,1
28,0,1,1,2016-11-28,0,1,1,2,12,146.38,7916.46,20.0,679.53,0,1,1,2,0,1
61,0,0,5,2016-08-17,0,0,0,2,12,223.42,79873.92,3.0,780.2,1,1,0,3,1,0
51,1,0,1,2017-08-14,0,0,1,2,11,56.97,9049.17,1.0,715.86,1,0,1,2,-1,0
27,0,2,4,2015-04-23,1,1,2,0,8,682.52,59000.87,12.0,739.8,1,1,0,3,1,0
60,0,1,3,2016-09-29,0,2,0,1,14,117.05,22621.99,28.0,795.06,1,0,0,3,0,0
51,1,0,4,2016-02-03,0,2,0,0,13,30.44,33166.86,16.0,495.8378589,1,0,0,3,-1,0
34,0,1,3,2016-01-03,0,0,0,2,24,31.64,18503.39,14.0,731.53,0,1,0,3,1,0
56,0,0,2,2016-01-05,1,0,1,1,20,48.6,47182.44,11.0,697.62,1,0,1,2,-1,1
44,0,2,0,2017-10-16,0,0,1,0,-999,111.26,26821.38,16.0,698.78,0,1,0,3,0,1
21,0,0,1,2016-07-07,0,2,0,2,6,65.25,33417.55,19.0,682.65,0,1,1,4,0,1
28,1,2,5,2017-07-25,0,2,2,2,17,325.32,68100.54,16.0,794.18,1,0,1,4,1,0
64,0,0,0,2016-09-21,1,1,0,2,17,128.7,34795.36,29.0,688.0,1,0,1,4,-1,1
30,1,0,1,2016-09-16,1,0,0,2,11,44.35,48989.07,22.0,605.18,1,0,0,3,0,1
49,0,0,0,2017-12-07,1,0,1,0,7,31.13,892.89,30.0,677.76,0,1,0,3,0,1
54,1,2,5,2017-03-26,0,1,0,2,13,193.55,29664.79,14.0,736.8,0,1,0,3,-1,0
25,0,1,3,2017-06-26,1,1,0,1,16,205.66,25791.42,27.0,731.62,1,0,0,3,0,0
19,1,1,5,2015-11-02,0,0,0,1,11,194.11,5398.09,16.0,722.33,0,1,1,2,0,0
16,1,1,4,2016-04-23,1,0,0,2,-999,147.44,70572.0,8.0,531.2626799,1,0,0,3,1,0
19,1,2,2,2017-05-15,1,1,0,2,21,33.31,31875.89,28.0,708.78,0,1,1,4,0,1
20,0,1,0,2015-05-03,1,0,1,2,17,37.04,26652.41,7.0,628.07,1,0,0,3,0,1
16,1,0,0,2015-03-12,0,0,0,2,13,34.35,8159.56,8.0,555.38,1,0,0,3,0,1
44,0,1,1,2016-06-15,0,2,1,1,14,-815.7827648,43722.34,11.0,702.28,1,0,1,1,0,0
25,1,1,5,2016-12-24,1,1,0,2,-999,57.23,30421.02,17.0,708.64,1,0,1,4,0,0
40,1,2,5,2017-10-23,1,1,2,2,4,605.7,13309.68,13.0,376.0355555,1,0,0,3,0,0
45,0,0,5,2017-04-15,0,2,0,1,16,300.23,37387.12,25.0,724.99,1,0,1,0,-1,0
28,1,0,2,2015-02-23,0,2,1,1,15,300.48,21134.7,25.0,659.0,1,0,0,3,0,1
52,0,0,2,2016-10-07,0,0,2,2,15,318.47,41055.3,19.0,511.08,0,1,0,3,0,1
28,0,0,2,2017-05-01,1,2,1,1,16,115.61,38196.06,24.0,667.64,0,1,0,3,0,1
18,0,0,3,2015-07-06,0,1,0,0,11,172.18,9790.51,16.0,665.43,1,0,1,1,0,1
21,1,1,3,2017-01-23,0,1,0,1,8,30.24,33481.33,21.0,719.1,1,0,0,3,0,0
23,0,0,0,2015-02-09,1,0,1,1,16,30.69,26788.79,7.0,703.53,1,0,1,4,-1,1
38,1,0,5,2015-12-24,0,2,2,1,12,469.29,23659.63,15.0,803.36,1,0,0,3,1,0
13,1,0,5,2017-10-14,1,1,1,2,5,618.97,26452.49,13.0,776.71,1,0,0,3,-1,0
42,1,0,1,2017-11-03,0,1,0,1,17,30.42,15167.61,7.0,779.63,1,0,1,2,0,0
21,1,0,1,2017-05-24,0,1,1,2,21,217.55,43328.1,9.0,770.16,1,1,0,3,1,0
62,1,0,3,2016-03-10,0,1,2,0,12,449.56,23711.7,28.0,600.44,1,0,1,2,0,1
36,0,0,0,2015-07-10,1,2,0,0,14,127.83,1170.2,6.0,923.8383705,0,1,0,3,-1,1
62,0,1,2,2017-10-19,0,1,0,0,12,49.62,48804.92,16.0,550.4,0,1,0,3,0,1
59,0,2,4,2017-07-02,1,2,2,2,18,239.38,14916.69,6.0,1064.072321,0,1,0,3,0,0
45,0,0,2,2015-05-27,0,2,1,0,-999,62.23,36555.48,28.0,610.41,0,1,0,3,0,1
51,0,0,5,2017-04-19,0,0,1,1,6,172.55,8665.62,28.0,727.05,0,1,0,3,0,0
63,0,0,4,2017-09-04,1,1,1,1,18,95.27,44030.01,-3.928257666,744.51,1,0,1,4,0,0
33,0,1,4,2017-07-26,1,0,2,1,11,532.64,21356.57,-1.347819798,697.62,0,1,0,3,0,0
46,1,1,4,2015-10-15,0,2,1,0,15,74.82,2653.94,35.19637699,764.52,1,0,1,4,0,0
20,1,0,1,2016-03-20,1,0,0,2,6,988.07,6256.92,8.0,710.97,0,1,0,3,0,0
33,1,1,0,2016-02-09,1,2,0,0,25,-1006.566308,17209.33,16.0,641.79,1,0,0,3,0,1
62,0,0,0,2016-07-22,1,1,0,0,17,52.17,5751.99,20.0,103.6927256,1,0,0,3,0,1
22,0,0,1,2016-12-22,1,0,0,1,-999,32.29,25100.74,10.0,697.62,1,0,0,3,-1,1
37,1,0,0,2015-12-05,0,0,0,1,17,-808.5087226,9220.97,24.0,577.87,1,0,0,3,-1,1
57,0,1,3,2017-12-21,1,1,0,2,14,31.01,12930.27,27.0,747.31,0,1,0,3,0,0
34,1,1,4,2016-11-12,1,2,2,0,8,259.85,3293.56,-0.945190399,747.02,1,0,1,0,0,0
48,1,0,1,2016-08-14,1,2,0,0,1,33.05,28109.72,23.0,772.56,0,1,0,3,-1,0
60,1,1,5,2017-04-14,0,2,0,2,14,68.06,7027.68,5.0,713.43,1,0,1,2,0,0
12,1,1,2,2015-12-21,1,2,1,1,7,77.9,22938.02,16.0,295.0452906,1,0,0,3,0,1
38,0,0,5,2017-05-28,1,2,0,1,9,1251.84954,31275.12,19.0,1139.987978,0,1,0,3,0,0
42,0,0,3,2015-06-05,0,0,1,0,16,347.04,62702.0,11.0,780.22,1,1,0,3,1,0
57,1,0,5,2016-09-25,0,2,0,1,6,467.35,24516.55,12.0,758.78,0,1,1,0,1,0
35,1,0,4,2015-10-09,0,1,2,1,-999,697.46,90422.43,18.0,790.88,1,1,0,3,1,0
42,1,0,5,2015-12-13,1,1,1,2,5,516.21,31170.27,14.0,780.0,1,0,0,3,0,0
33,1,0,2,2016-07-04,0,1,0,0,13,289.45,6667.84,23.0,593.44,1,0,0,3,0,1
56,0,2,0,2017-10-17,1,1,1,1,18,169.91,20511.04,22.0,587.51,1,0,0,3,0,1
62,0,0,2,2015-03-06,0,1,1,1,17,125.97,25351.97,22.0,569.13,1,0,1,4,0,1
17,1,1,1,2016-03-31,0,1,1,2,3,34.63,5756.1,9.0,792.68,1,0,0,3,0,0
25,0,0,0,2016-10-13,1,1,1,2,14,77.24,15333.97,14.0,604.36,0,1,0,3,0,1
36,0,1,0,2015-04-29,0,2,0,1,-999,77.03,39328.91,17.0,625.32,1,0,0,3,0,1
57,0,1,0,2016-09-26,0,0,0,0,14,1105.269446,13153.89,22.0,641.61,0,1,1,2,0,1
61,0,1,1,2017-12-09,0,2,1,1,15,249.22,20620.16,28.0,620.96,1,1,1,1,0,1
13,0,1,2,2017-12-04,0,1,0,2,13,1268.168393,45046.55,20.0,646.84,1,1,0,3,0,1
47,0,1,3,2016-12-10,1,1,1,1,11,53.76,15371.05,14.0,697.62,0,1,1,1,0,1
62,0,1,4,2015-08-30,0,2,2,0,14,454.96,20656.38,18.0,697.62,1,1,1,4,-1,0
62,1,1,1,2016-08-16,0,0,1,1,14,309.79,76482.1,-12.74286445,704.33,1,0,0,3,-1,0
45,1,0,0,2016-08-25,0,1,1,0,20,188.19,45246.36,14.0,-218.9206703,1,0,0,3,0,1
34,0,0,5,2015-02-12,0,0,0,1,15,183.36,90099.71,11.0,800.47,1,0,0,3,1,0
57,0,0,2,2017-10-20,0,0,1,2,3,-798.8945446,30703.11,26.0,633.98,1,0,1,1,0,1
43,0,0,3,2015-01-20,0,0,2,1,-999,556.1,44017.15,28.0,771.11,0,1,1,1,0,0
45,1,1,4,2015-12-23,1,1,0,0,15,32.3,24489.86,23.0,716.48,1,0,1,2,0,0
56,0,1,4,2017-03-17,0,2,1,0,6,243.62,31770.25,16.0,697.62,0,1,0,3,0,0
37,1,2,2,2016-10-16,0,0,1,0,20,33.83,1695.55,17.0,697.62,0,1,1,0,0,1
51,1,2,5,2017-11-06,0,1,1,1,18,34.91,26671.78,5.0,757.44,1,0,0,3,1,0
31,0,1,0,2016-07-03,1,0,2,1,11,680.92,49126.5,29.0,597.37,1,1,0,3,0,1
41,0,2,0,2017-01-24,0,2,1,1,20,189.99,10250.52,20.0,669.55,1,0,1,1,0,1
41,1,0,2,2016-05-25,0,2,1,0,4,106.61,38239.25,25.0,540.33,0,1,0,3,0,1
21,1,1,5,2016-11-21,1,1,1,0,18,149.84,57817.52,14.0,776.0,1,0,0,3,1,0
53,0,1,1,2015-04-12,1,2,1,1,13,-898.963414,23654.48,8.0,321.7607423,1,0,1,4,0,1
63,1,1,2,2015-04-15,1,1,1,2,10,233.98,45588.48,18.0,661.19,1,1,1,0,-1,1
30,0,0,3,2015-05-10,0,2,0,1,6,-839.084295,12387.36,28.0,727.16,0,1,0,3,0,0
57,1,2,2,2017-02-20,1,2,2,2,7,486.75,26300.61,18.0,524.1,1,1,1,2,-1,1
62,0,2,2,2015-12-19,0,0,1,2,13,244.8,33629.25,18.0,628.37,0,1,1,2,0,1
18,1,2,3,2015-06-11,1,0,2,0,17,407.28,30423.69,24.0,726.54,0,1,1,1,0,0
19,0,0,3,2017-02-25,0,1,0,2,20,185.59,24416.24,8.0,621.56,0,1,0,3,0,1
21,1,1,0,2015-04-21,1,2,0,2,-999,212.87,38533.84,25.0,580.03,0,1,1,1,0,1
29,0,0,1,2017-10-01,1,1,1,1,12,31.89,35304.45,5.0,1009.147165,0,1,0,3,0,0
29,0,0,4,2017-05-27,1,1,2,0,16,1043.37,35945.31,12.0,723.36,0,1,1,1,0,0
30,0,1,2,2015-08-16,1,2,0,0,11,-217.4804267,39520.6,22.0,666.54,1,1,0,3,0,1
64,0,1,1,2015-11-09,1,1,2,2,7,816.06,24343.04,16.0,1262.683283,0,1,0,3,0,0
25,0,1,2,2015-06-10,1,1,0,0,8,610.69,17811.78,11.0,686.84,1,1,1,1,-1,1
34,1,0,0,2017-08-22,1,1,0,0,10,687.2,35158.4,15.0,599.98,0,1,1,2,-1,1
55,1,1,1,2017-12-20,0,0,0,2,4,63.15,97629.06,14.0,784.16,0,1,0,3,1,0
47,1,0,0,2016-05-28,1,2,0,0,10,619.01,49323.47,6.0,661.93,1,0,1,4,0,1
41,0,1,0,2015-01-28,1,0,1,1,10,151.36,6659.38,21.0,637.72,1,0,0,3,0,1
28,1,0,0,2015-12-29,0,2,1,2,14,308.97,7780.26,8.0,518.42,0,1,0,3,0,1
38,0,2,2,2015-11-19,1,0,0,2,13,76.74,20603.55,16.0,692.44,0,1,1,0,-1,1
38,0,2,1,2015-04-20,1,1,0,1,11,1296.25,2937.69,24.0,697.62,1,1,1,4,0,1
48,0,0,1,2015-04-04,1,2,1,0,11,604.19,46519.67,7.0,643.66,0,1,0,3,0,1
26,1,2,0,2015-10-17,0,0,0,0,16,162.11,45983.69,29.0,635.47,0,1,1,2,0,1
36,0,1,3,2017-08-14,1,0,0,1,3,50.54,22461.1,22.0,621.85,0,1,0,3,0,1
27,0,0,0,2015-08-11,0,2,0,1,21,53.04,45574.35,5.0,653.69,1,0,1,0,0,1
22,0,1,0,2015-12-27,0,2,0,2,7,209.53,35159.65,21.0,958.492043,1,0,1,0,0,1
12,1,2,2,2016-03-17,0,0,0,0,7,72.24,3500.94,26.0,655.9,0,1,1,0,0,1
47,0,0,2,2015-03-07,0,0,0,1,12,34.05,23019.28,16.0,697.62,0,1,0,3,0,1
60,1,0,2,2015-12-22,1,0,2,1,14,209.13,16452.62,20.0,645.36,0,1,0,3,-1,1
39,0,1,4,2017-06-30,0,1,1,1,-999,256.58,74648.64,17.0,1246.265186,1,1,0,3,1,0
64,1,0,5,2017-09-13,0,2,1,1,19,45.74,17562.5,28.0,334.1496892,0,1,1,0,0,0
36,0,0,0,2015-07-06,0,2,1,1,-999,343.69,1471.23,21.0,705.6,0,1,0,3,0,1
18,0,1,1,2016-12-31,0,0,0,0,11,99.69,43579.63,27.0,651.8,0,1,1,1,0,1
28,1,0,1,2016-01-30,1,1,1,1,13,186.93,59394.94,6.0,750.5,0,1,1,2,1,0
26,1,0,4,2016-09-02,0,1,0,2,18,70.57,83409.09,16.0,697.62,0,1,1,2,1,0
42,1,0,1,2016-05-12,0,1,0,0,9,34.98,32070.12,15.0,697.62,1,0,1,4,0,1
44,1,0,0,2017-03-22,0,0,0,1,23,86.11,20028.05,13.0,508.68,1,0,0,3,0,1
16,1,0,1,2016-04-23,1,0,2,2,11,710.19,4990.66,24.0,670.02,1,0,0,3,0,0
25,0,0,0,2016-09-13,0,1,0,0,3,345.26,16166.06,11.0,697.62,0,1,0,3,0,1
54,0,0,4,2016-04-03,1,1,2,1,12,572.74,63738.23,10.0,759.25,1,1,1,2,1,0
63,0,0,2,2015-02-16,1,2,0,2,23,34.01,11154.14,10.0,599.72,1,0,1,0,0,1
51,1,0,5,2015-09-09,1,0,0,0,13,544.75,25571.88,16.0,248.2398902,1,0,0,3,0,0
28,0,1,3,2016-08-16,1,0,1,0,12,103.27,14136.96,-2.398700357,-276.5809112,1,0,1,2,0,0
50,1,1,4,2016-07-01,0,2,0,2,6,430.46,5373.9,16.0,798.22,0,1,0,3,0,0
52,0,0,4,2017-11-26,0,0,1,0,18,345.79,29832.62,5.0,762.42,0,1,0,3,-1,0
45,0,1,4,2016-02-27,0,1,1,1,18,34.4,16793.6,23.0,745.05,1,0,0,3,0,0
57,1,1,4,2017-10-13,1,2,0,0,20,58.26,8334.69,11.0,697.62,1,0,0,3,0,0
38,1,0,5,2015-09-03,1,2,0,0,14,65.34,56587.85,16.0,842.97,0,1,0,3,-1,0
32,0,0,3,2015-12-03,1,2,1,1,12,935.9634,48920.57,26.0,722.56,1,0,1,2,0,0
24,1,0,2,2016-12-12,0,2,0,2,5,31.9,37739.68,7.0,632.7,1,0,1,1,0,1
64,1,1,0,2016-07-06,0,0,0,2,18,1042.7822,18322.63,5.0,697.62,1,0,0,3,0,1
56,1,0,4,2015-09-21,1,2,0,0,-999,61.62,29313.48,12.0,708.63,1,0,1,0,-1,0
31,1,2,1,2017-02-19,0,0,0,0,13,357.83,70783.35,6.0,802.21,1,1,0,3,-1,0
46,1,0,4,2016-06-26,0,1,0,1,-999,438.9,3962.7,8.0,745.17,1,0,0,3,1,0
41,0,0,4,2015-09-25,1,0,0,1,5,510.16,17151.77,28.0,728.28,1,0,1,1,0,0
58,0,0,5,2016-01-26,0,2,0,0,3,-1040.613854,6257.13,6.0,697.62,1,0,0,3,0,0
43,1,2,5,2016-12-27,0,2,1,2,17,33.57,27342.0,9.0,751.61,0,1,0,3,0,0
27,1,0,4,2017-07-20,0,2,1,0,2,183.25,2955.0,14.0,842.23,0,1,0,3,-1,0
45,0,0,2,2015-03-23,1,1,0,1,18,293.54,9836.62,21.0,672.17,1,0,1,0,0,1
46,0,1,1,2017-09-29,1,0,1,2,16,73.01,83883.0,11.0,761.6,1,0,1,4,1,0
62,1,0,1,2016-04-22,1,2,2,1,3,-279.3855015,22497.4,11.0,757.45,1,0,1,4,-1,0
41,0,0,5,2016-06-27,0,1,1,1,10,473.74,35381.59,16.0,481.7094436,1,1,0,3,0,0
56,0,1,4,2015-09-13,0,1,1,0,5,794.48,17340.27,28.0,1124.771011,1,1,1,0,0,0
19,1,1,5,2015-05-05,0,2,1,2,4,91.81,40763.46,27.0,785.1,1,0,0,3,0,0
59,1,1,1,2017-10-24,1,2,1,0,5,297.39,42033.52,7.0,792.78,1,0,1,2,0,0
46,0,0,0,2015-10-03,1,2,1,0,22,30.61,25487.97,19.0,697.62,1,0,0,3,0,1
29,1,0,3,2017-02-12,0,0,1,2,11,1293.854743,13934.24,17.0,622.01,1,0,0,3,0,1
25,1,0,5,2016-12-25,0,1,0,1,14,323.03,32584.5,21.0,789.95,1,0,1,0,0,0
33,1,0,5,2017-06-29,0,0,0,2,25,30.3,29229.21,25.0,769.83,0,1,0,3,0,0
38,1,0,2,2017-01-04,1,2,2,0,12,461.1,17249.74,14.0,541.05,0,1,1,2,0,1
55,0,1,1,2016-03-09,1,2,0,1,14,-253.9658714,41828.92,16.0,817.51,1,1,0,3,-1,0
37,1,0,1,2015-03-17,0,1,0,1,15,31.93,15929.79,14.0,972.1546382,0,1,0,3,0,0
59,1,0,3,2017-05-25,0,0,0,0,13,55.08,36100.2,26.0,719.11,0,1,0,3,0,1
25,0,0,0,2015-07-28,0,2,1,1,12,211.89,26161.75,27.0,621.74,1,1,0,3,-1,1
